num_vertices,density,random_seed,c_optimal,neurosa_res,iter2sota,iter2solution,t2sota,t2solution
10,0.01,0,-10,-10.0,100000000,679377.673419,679377.684711
10,0.01,1,-10,-10.0,100000000,678182.799668,678182.818427
10,0.01,2,-10,-10.0,100000000,678154.183318,678154.19662
10,0.01,3,-10,-10.0,100000000,679890.37489,679890.38618
10,0.01,4,-10,-10.0,100000000,677562.157942,677562.173413
10,0.05,0,-8,-8.0,100000000,651826.837129,651826.848193
10,0.05,1,-8,-8.0,100000000,653622.653973,653622.665896
10,0.05,2,-9,-9.0,100000000,660295.987309,660295.997193
10,0.05,3,-8,-8.0,100000000,655061.606442,655061.61506
10,0.05,4,-8,-8.0,100000000,651822.442032,651822.464066
10,0.1,0,-7,-7.0,100000000,634036.433082,634036.447847
10,0.1,1,-7,-7.0,100000000,633645.19278,633645.205477
10,0.1,2,-7,-7.0,100000000,636562.864028,636562.88454
10,0.1,3,-8,-8.0,100000000,649003.630723,649003.65049
10,0.1,4,-7,-7.0,100000000,632925.326671,632925.347709
10,0.25,0,-6,-6.0,100000000,614817.840518,614817.860491
10,0.25,1,-6,-6.0,100000000,614210.721266,614210.734461
10,0.25,2,-5,-5.0,100000000,603883.550988,603883.571661
10,0.25,3,-6,-6.0,100000000,617713.868832,617713.88679
10,0.25,4,-5,-5.0,100000000,607992.434122,607992.443057
25,0.01,0,-22,-22.0,100000000,662721.390413,662721.408933
25,0.01,1,-22,-22.0,100000000,661540.783853,661540.804093
25,0.01,2,-23,-23.0,100000000,666650.520852,666650.533794
25,0.01,3,-22,-22.0,100000000,663486.043155,663486.058553
25,0.01,4,-22,-22.0,100000000,663811.212173,663811.237279
25,0.05,0,-15,-15.0,100000000,627957.584317,627957.599503
25,0.05,1,-18,-18.0,100000000,643304.803143,643304.820499
25,0.05,2,-17,-17.0,100000000,633007.661152,633007.679438
25,0.05,3,-17,-17.0,100000000,630219.223935,630219.245391
25,0.05,4,-17,-17.0,100000000,633762.063351,633762.080245
25,0.1,0,-12,-12.0,100000000,604076.623026,604076.638246
25,0.1,1,-15,-15.0,100000000,622971.184575,622971.199863
25,0.1,2,-14,-14.0,100000000,611342.184387,611342.200639
25,0.1,3,-13,-13.0,100000000,606171.84625,606171.864045
25,0.1,4,-13,-13.0,100000000,608604.273051,608604.285667
25,0.25,0,-9,-9.0,100000000,577725.842807,577725.853055
25,0.25,1,-9,-9.0,100000000,584179.170085,584179.180373
25,0.25,2,-8,-8.0,100000000,573302.140133,573302.15686
25,0.25,3,-10,-10.0,100000000,580167.056561,580167.071201
25,0.25,4,-8,-8.0,100000000,574744.160295,574744.175824
50,0.01,0,-40,-40.0,100000000,647009.736588,647009.752614
50,0.01,1,-42,-42.0,100000000,652223.464718,652223.481963
50,0.01,2,-41,-41.0,100000000,647788.502706,647788.520661
50,0.01,3,-43,-43.0,100000000,652485.795138,652485.814674
50,0.01,4,-40,-40.0,100000000,647604.091952,647604.113006
50,0.05,0,-28,-28.0,100000000,607938.698627,607938.714168
50,0.05,1,-27,-27.0,100000000,613590.20445,613590.221176
50,0.05,2,-27,-27.0,100000000,606633.860571,606633.878125
50,0.05,3,-27,-27.0,100000000,606966.032753,606966.05483
50,0.05,4,-26,-26.0,100000000,623585.95761,623585.973718
50,0.1,0,-20,-20.0,100000000,588524.615094,588524.631351
50,0.1,1,-21,-21.0,100000000,582104.171389,582104.185958
50,0.1,2,-19,-19.0,100000000,582732.364361,582732.385181
50,0.1,3,-21,-21.0,100000000,581247.212199,581247.233025
50,0.1,4,-22,-22.0,100000000,581965.117306,581965.133863
50,0.25,0,-12,-12.0,100000000,557070.268496,557070.286139
50,0.25,1,-13,-13.0,100000000,552682.746932,552682.757697
50,0.25,2,-12,-12.0,100000000,554963.938978,554963.951282
50,0.25,3,-12,-12.0,100000000,552939.396515,552939.410483
50,0.25,4,-13,-13.0,100000000,556781.058604,556781.067693
100,0.01,0,-73,-73.0,100000000,627049.03922,627049.062651
100,0.01,1,-71,-71.0,100000000,629243.886503,629243.902544
100,0.01,2,-74,-74.0,100000000,628484.19493,628484.2114
100,0.01,3,-73,-73.0,100000000,632078.387376,632078.417094
100,0.01,4,-71,-71.0,100000000,621462.008326,621462.019668
100,0.05,0,-44,-44.0,100000000,577182.11555,577182.130304
100,0.05,1,-42,-42.0,100000000,575074.27043,575074.291814
100,0.05,2,-45,-45.0,100000000,581609.917444,581609.930507
100,0.05,3,-45,-45.0,100000000,580369.867554,580369.894859
100,0.05,4,-42,-42.0,100000000,575646.65346,575646.670485
100,0.1,0,-30,-30.0,100000000,561161.085055,561161.093543
100,0.1,1,-29,-29.0,100000000,554703.827691,554703.841179
100,0.1,2,-30,-30.0,100000000,554789.559878,554789.574458
100,0.1,3,-31,-31.0,100000000,555142.732782,555142.745374
100,0.1,4,-30,-30.0,100000000,557774.857497,557774.877034
100,0.25,0,-17,-17.0,100000000,535010.122718,535010.146771
100,0.25,1,-17,-17.0,100000000,534342.388447,534342.400319
100,0.25,2,-16,-16.0,100000000,537687.260406,537687.278876
100,0.25,3,-16,-16.0,100000000,535634.464608,535634.478037
100,0.25,4,-18,-18.0,100000000,535151.499905,535151.51378
250,0.01,0,-142,-142.0,100000000,597302.917626,597302.941575
250,0.01,1,-140,-140.0,100000000,598369.569023,598369.582824
250,0.01,2,-137,-137.0,100000000,592396.953077,592396.981031
250,0.01,3,-138,-138.0,100000000,591741.165646,591741.183585
250,0.01,4,-143,-143.0,100000000,591710.754706,591710.77093
250,0.05,0,-67,-69.0,42052698,242932.283273,526278.859056
250,0.05,1,-69,-70.0,51229969,290137.135192,530660.907306
250,0.05,2,-67,-67.0,100000000,546968.425779,546968.44157
