num_vertices,density,random_seed,c_optimal,neurosa_res,iter2sota,iter2solution,t2sota,t2solution
10,0.01,0,-10,-10.0,100000000,684567.342777,684567.364565
10,0.01,1,-10,-10.0,100000000,681927.892262,681927.913644
10,0.01,2,-10,-10.0,100000000,683532.842554,683532.869744
10,0.01,3,-10,-10.0,100000000,689689.251123,689689.276093
10,0.01,4,-10,-10.0,100000000,685995.283289,685995.303136
10,0.05,0,-8,-8.0,100000000,667182.83393,667182.854771
10,0.05,1,-8,-8.0,100000000,664997.205859,664997.223544
10,0.05,2,-9,-9.0,100000000,622210.331813,622210.359607
10,0.05,3,-8,-8.0,100000000,617477.008493,617477.019722
10,0.05,4,-8,-8.0,100000000,614182.402392,614182.415206
10,0.1,0,-7,-7.0,100000000,599648.497811,599648.518842
10,0.1,1,-7,-7.0,100000000,596139.045777,596139.062049
10,0.1,2,-7,-7.0,100000000,597396.815483,597396.837743
10,0.1,3,-8,-8.0,100000000,609163.483381,609163.498959
10,0.1,4,-7,-7.0,100000000,599356.835137,599356.845391
10,0.25,0,-6,-6.0,100000000,572181.471051,572181.483563
10,0.25,1,-6,-6.0,100000000,575180.89395,575180.909276
10,0.25,2,-5,-5.0,100000000,564120.960508,564120.974225
10,0.25,3,-6,-6.0,100000000,579306.078521,579306.099548
10,0.25,4,-5,-5.0,100000000,566951.668555,566951.683613
25,0.01,0,-22,-22.0,100000000,619401.610727,619401.627819
25,0.01,1,-22,-22.0,100000000,620459.238348,620459.258538
25,0.01,2,-23,-23.0,100000000,624924.160654,624924.17846
25,0.01,3,-22,-22.0,100000000,619765.244112,619765.267781
25,0.01,4,-22,-22.0,100000000,616088.514263,616088.530912
25,0.05,0,-15,-15.0,100000000,584619.365812,584619.387939
25,0.05,1,-18,-18.0,100000000,595163.743361,595163.764303
25,0.05,2,-17,-17.0,100000000,589522.326066,589522.341186
25,0.05,3,-17,-17.0,100000000,595934.595352,595934.610752
25,0.05,4,-17,-17.0,100000000,592405.831556,592405.852162
25,0.1,0,-12,-12.0,100000000,563825.760759,563825.772298
25,0.1,1,-15,-15.0,100000000,572754.994103,572755.00722
25,0.1,2,-14,-14.0,100000000,571957.827824,571957.842962
25,0.1,3,-13,-13.0,100000000,565383.189316,565383.205973
25,0.1,4,-13,-13.0,100000000,569885.441273,569885.457485
25,0.25,0,-9,-9.0,100000000,537560.274244,537560.297078
25,0.25,1,-9,-9.0,100000000,541677.582154,541677.59726
25,0.25,2,-8,-8.0,100000000,532450.037327,532450.048946
25,0.25,3,-10,-10.0,100000000,544118.635267,544118.654373
25,0.25,4,-8,-8.0,100000000,542425.592584,542425.609879
50,0.01,0,-40,-40.0,100000000,602053.310586,602053.323062
50,0.01,1,-42,-42.0,100000000,609771.691038,609771.720846
50,0.01,2,-41,-41.0,100000000,608631.160997,608631.17582
50,0.01,3,-43,-43.0,100000000,611755.587522,611755.605468
50,0.01,4,-40,-40.0,100000000,605597.113408,605597.122119
50,0.05,0,-28,-28.0,100000000,569322.090611,569322.104218
50,0.05,1,-27,-27.0,100000000,574302.439378,574302.455134
50,0.05,2,-27,-27.0,100000000,571610.410569,571610.43715
50,0.05,3,-27,-27.0,100000000,569881.078198,569881.08792
50,0.05,4,-26,-26.0,100000000,574110.399396,574110.414899
50,0.1,0,-20,-20.0,100000000,547183.192273,547183.209022
50,0.1,1,-21,-21.0,100000000,547963.289779,547963.313122
50,0.1,2,-19,-19.0,100000000,544991.105078,544991.124184
50,0.1,3,-21,-21.0,100000000,553695.30327,553695.314531
50,0.1,4,-22,-22.0,100000000,550639.272364,550639.298393
50,0.25,0,-12,-12.0,100000000,525593.899631,525593.920077
50,0.25,1,-13,-13.0,100000000,523853.137765,523853.156643
50,0.25,2,-12,-12.0,100000000,521427.355879,521427.37144
50,0.25,3,-12,-12.0,100000000,529795.327622,529795.345042
50,0.25,4,-13,-13.0,100000000,525915.32876,525915.339265
100,0.01,0,-73,-73.0,100000000,589595.445276,589595.455639
100,0.01,1,-71,-71.0,100000000,596198.323372,596198.338128
100,0.01,2,-74,-74.0,100000000,590093.93174,590093.941476
100,0.01,3,-73,-73.0,100000000,594897.069621,594897.082308
100,0.01,4,-71,-71.0,100000000,587730.960986,587730.971232
100,0.05,0,-44,-44.0,100000000,544881.975352,544881.986887
100,0.05,1,-42,-42.0,100000000,537730.932714,537730.944669
100,0.05,2,-45,-45.0,100000000,544858.779495,544858.788702
100,0.05,3,-45,-45.0,100000000,546157.494206,546157.509811
100,0.05,4,-42,-42.0,100000000,536740.26939,536740.279089
100,0.1,0,-30,-30.0,100000000,525052.458665,525052.473609
100,0.1,1,-29,-29.0,100000000,518492.27315,518492.283784
100,0.1,2,-30,-30.0,100000000,517734.068339,517734.085643
100,0.1,3,-31,-31.0,100000000,521897.696099,521897.717486
100,0.1,4,-30,-30.0,100000000,526542.775448,526542.787868
100,0.25,0,-17,-17.0,100000000,500297.037194,500297.049203
100,0.25,1,-17,-17.0,100000000,502688.295842,502688.30778
100,0.25,2,-16,-16.0,100000000,504894.750512,504894.76811
100,0.25,3,-16,-16.0,100000000,500868.806163,500868.82431
100,0.25,4,-18,-18.0,100000000,503505.668269,503505.685844
250,0.01,0,-142,-142.0,100000000,559825.022652,559825.042557
250,0.01,1,-140,-140.0,100000000,557337.59666,557337.617949
250,0.01,2,-137,-137.0,100000000,560893.659729,560893.671289
250,0.01,3,-138,-138.0,100000000,555625.183367,555625.198606
250,0.01,4,-143,-143.0,100000000,558825.93536,558825.953266
250,0.05,0,-67,-69.0,44317108,239858.321234,497841.067309
250,0.05,1,-69,-70.0,47755632,259547.673783,503619.743437
250,0.05,2,-67,-67.0,100000000,511924.540091,511924.557153
250,0.05,3,-67,-70.0,45687052,249249.851461,501671.519015
250,0.05,4,-67,-68.0,56929758,305978.6671,506292.852695
250,0.1,0,-43,-44.0,49906030,257433.569072,489217.730423
250,0.1,1,-44,-44.0,100000000,502912.454148,502912.471179
250,0.1,2,-44,-45.0,42680500,222757.917712,485389.036576
250,0.1,3,-43,-44.0,39770080,206804.84377,482781.419992
250,0.1,4,-45,-46.0,39057863,202743.078184,484760.812359
250,0.25,0,-22,-22.0,100000000,486935.275448,486935.291331
250,0.25,1,-23,-23.0,100000000,483849.851505,483849.863198
250,0.25,2,-23,-23.0,100000000,481298.546745,481298.561436
250,0.25,3,-22,-22.0,100000000,483598.333412,483598.352272
250,0.25,4,-22,-22.0,100000000,491421.555777,491421.569335
500,0.01,0,-219,-222.0,66706339,377226.838815,534246.745852
500,0.01,1,-219,-222.0,79585202,446653.750312,544419.272437
500,0.01,2,-214,-217.0,67960489,382757.113948,533488.10637
500,0.01,3,-219,-220.0,94797204,518273.766036,542683.725382
500,0.01,4,-214,-216.0,70797036,396963.274459,532804.354756
500,0.05,0,-85,-89.0,42465856,222773.00558,490811.046915
500,0.05,1,-86,-91.0,47324220,244304.692574,488755.238588
500,0.05,2,-86,-91.0,49408112,258118.993535,493542.845537
500,0.05,3,-86,-92.0,29549881,159052.055495,486871.132321
500,0.05,4,-86,-91.0,44631622,231599.693164,489907.938716
500,0.1,0,-52,-56.0,35688360,179440.502181,477292.435926
500,0.1,1,-52,-56.0,38908528,195094.83454,478144.881204
500,0.1,2,-51,-55.0,29436439,149110.298864,475005.459581
500,0.1,3,-52,-55.0,36592819,182755.856623,477583.632692
500,0.1,4,-53,-57.0,42107738,211897.536369,480439.551762
500,0.25,0,-26,-26.0,100000000,479721.294611,479721.315122
500,0.25,1,-25,-26.0,48673930,233158.728627,465363.03791
500,0.25,2,-25,-26.0,93119231,452498.674561,484073.962431
500,0.25,3,-26,-26.0,100000000,476531.515807,476531.528267
500,0.25,4,-25,-26.0,39180447,193219.324864,476035.897061
1000,0.01,0,-306,-311.0,77227845,408139.192305,513705.115799
1000,0.01,1,-307,-313.0,70910321,384097.273353,521911.951029
1000,0.01,2,-307,-315.0,71815802,385963.680535,517948.069084
1000,0.01,3,-304,-309.0,72438517,387586.59991,516951.885713
1000,0.01,4,-302,-307.0,80268771,423438.12535,515378.288506
1000,0.05,0,-105,-111.0,50386192,252670.564309,483246.823378
1000,0.05,1,-105,-112.0,53579603,265012.29486,479519.355671
1000,0.05,2,-109,-113.0,54439827,269994.001446,481664.690821
1000,0.05,3,-103,-111.0,48964590,241912.344296,476363.28934
1000,0.05,4,-106,-111.0,52254476,260043.771996,479901.377086
1000,0.1,0,-60,-66.0,38401825,185167.07127,467136.001816
1000,0.1,1,-60,-64.0,57333134,277212.048924,471085.005878
1000,0.1,2,-60,-64.0,45143113,216060.783175,466467.250745
1000,0.1,3,-61,-65.0,42355279,206865.564283,475369.891256
1000,0.1,4,-59,-64.0,39483003,192989.049302,472824.672299
1000,0.25,0,-28,-29.0,73391480,350533.247761,472195.680849
1000,0.25,1,-28,-28.0,100000000,482712.700701,482712.717049
1000,0.25,2,-28,-28.0,100000000,474080.348898,474080.367854
1000,0.25,3,-28,-28.0,100000000,475778.937638,475778.95783
1000,0.25,4,-28,-28.0,100000000,484794.23127,484794.247461
2500,0.01,0,-439,-445.0,82293807,413080.342506,494115.2717
2500,0.01,1,-440,-453.0,79607485,404696.525894,500230.440066
2500,0.01,2,-440,-448.0,69145717,352254.351212,494063.596038
2500,0.01,3,-432,-445.0,81706943,413860.668363,499177.077288
2500,0.01,4,-433,-454.0,67239213,342034.519031,493739.955141
2500,0.05,0,-125,-132.0,63707859,306451.689675,474450.238272
2500,0.05,1,-125,-131.0,56690556,271574.119894,470399.351757
2500,0.05,2,-124,-132.0,56839894,275940.211919,476802.081525
2500,0.05,3,-125,-136.0,65723325,315584.607071,471941.263954
2500,0.05,4,-124,-132.0,52046980,252929.466696,476106.401296
2500,0.1,0,-69,-74.0,55851637,262638.354325,463391.361801
2500,0.1,1,-69,-75.0,57828933,275231.341286,469048.0184
2500,0.1,2,-70,-73.0,60103090,289217.650515,474308.252805
2500,0.1,3,-69,-73.0,49584192,238219.226829,472563.045459
2500,0.1,4,-70,-73.0,74873276,354153.177975,468320.507927
2500,0.25,0,-31,-32.0,49816326,232400.352585,461253.591208
2500,0.25,1,-32,-32.0,100000000,462829.926726,462829.941834
2500,0.25,2,-31,-33.0,52420884,246678.96892,466353.447127
2500,0.25,3,-31,-31.0,100000000,469318.146235,469318.157705
2500,0.25,4,-32,-31.0,0,0,462634.480171
